,mjd,ra,decl,band,exposure_time,reward
40,58955.36534435144,360.0,0,g,300.0,0.0
41,58955.37196472181,160.0,0,g,300.0,63.07234629284516
42,58955.37858509218,360.0,0,g,300.0,0.0
43,58955.385529536616,360.0,0,g,300.0,0.0
44,58955.39247398105,360.0,0,g,300.0,0.0
45,58955.39941842549,360.0,0,g,300.0,0.0
46,58955.40636286993,360.0,0,g,300.0,0.0
47,58955.41330731437,360.0,0,g,300.0,0.0
48,58955.417566573626,320.0,0,g,300.0,56.289118238742475
49,58955.424186943994,160.0,0,g,300.0,23.381241711365085
50,58955.43080731436,360.0,0,g,300.0,0.0
51,58955.4377517588,360.0,0,g,300.0,0.0
52,58955.44469620324,0.0,0,g,300.0,0.0
53,58955.451640647676,360.0,0,g,300.0,0.0
54,58955.457473981005,120.0,0,g,300.0,0.0
55,58955.463307314334,0.0,0,g,300.0,0.0
56,58955.47025175877,360.0,0,g,300.0,0.0
57,58955.47719620321,360.0,0,g,300.0,0.0
58,58955.48414064765,0.0,0,g,300.0,0.0
59,58955.491085092086,0.0,0,g,300.0,0.0
60,58955.498029536524,360.0,0,g,300.0,0.0
61,58955.50497398096,360.0,0,g,300.0,0.0
62,58955.5119184254,360.0,0,g,300.0,0.0
63,58955.51886286984,360.0,0,g,300.0,0.0
64,58955.525807314276,360.0,0,g,300.0,0.0
65,58955.532751758714,0.0,0,g,300.0,0.7215798582921708
66,58955.53969620315,0.0,0,g,300.0,0.1334928691080851
67,58955.54664064759,0.0,0,g,300.0,0.0
68,58955.55358509203,360.0,0,g,300.0,0.0
69,58955.560529536466,0.0,0,g,300.0,0.0
70,58956.113584538456,0.0,0,g,300.0,0.0
71,58956.120528982894,360.0,0,g,300.0,0.0
72,58956.12747342733,360.0,0,g,300.0,0.0
73,58956.13441787177,0.0,0,g,300.0,0.0
74,58956.14136231621,360.0,0,g,300.0,0.0
75,58956.148306760646,0.0,0,g,300.0,0.0
76,58956.155251205084,0.0,0,g,300.0,0.0
77,58956.16219564952,0.0,0,g,300.0,0.0
78,58956.16914009396,0.0,0,g,300.0,0.0
